unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,lat1,lon1,address1,lat2,lon2,address2,query_location,city,state
62,The Conversation,1974,Alta Plaza Park (Steiner Street),The park was originally a rock quarry and served as a campground for many survivors of the 1906 earthquake. The site was converted to a park in 1910.,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,26.0,9.0,11.0,,,,,,,Alta Plaza Park (Steiner Street),San Francisco,California
63,Big Eyes,2014,Caffe Trieste,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,106.0,23.0,3.0,,,,,,,Caffe Trieste,San Francisco,California
64,The Enforcer,1976,Hall of Justice,,Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,32.0,34.0,10.0,,,,,,,Hall of Justice,San Francisco,California
65,"Murder in the First, Season 2",2015,435 Broadway,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,106.0,23.0,3.0,,,,,,,435 Broadway,San Francisco,California
66,The Princess Diaries,2001,724 Brazil Avenue,,Walt Disney Pictures,Buena Vista Pictures,Garry Marshall,Gina Wendkos,Julie Andrews,Anne Hathway,,90.0,7.0,1.0,,,,,,,724 Brazil Avenue,San Francisco,California
67,So I Married an Axe Murderer,1993,"Aladdin Terrace (off of Taylor Street, Between Filbert and Union)",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,107.0,32.0,3.0,,,,,,,Aladdin Terrace,San Francisco,California
68,The Game,1997,Sheraton Palace Hotel (639 Market Street),"The hotel was destroyed in the 1906 earthquake and fire, had to be rebuilt, and was reopened in 1909.",Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,32.0,8.0,10.0,,,,,,,639 Market Street,San Francisco,California
69,The Phone/Jexi,2019,18th btwn Dolores and Church,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,37.0,5.0,5.0,,,,,,,18th and Dolores,San Francisco,California
70,Terminator - Genisys,2015,16th and Utah,"Helicopter flies over Utah St. from 16th, rises up before freeway",T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,54.0,20.0,9.0,,,,,,,16th and Utah,San Francisco,California
71,The Matrix Resurrections,2021,"House of Nanking, 919 Kearny",,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,104.0,6.0,3.0,,,,,,,"House of Nanking, 919 Kearny",San Francisco,California
72,Shang-Chi and the Legend of the Ten Rings,2021,Jones between Pine and O'Farrell,,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,20.0,36.0,10.0,,,,,,,Jones and Pine,San Francisco,California
73,Vertigo,1958,Park Hill Sanatorium (351 Buena Vista Avenue East),This location is now a condominium complex.,Alfred J. Hitchcock Productions,Paramount Pictures,Alfred Hitchcock,Alec Coppel,James Stewart,Kim Novak,Barbara Bel Geddes,112.0,5.0,5.0,,,,,,,351 Buena Vista Avenue,San Francisco,California
74,Chance Season 2,2017,Embarcadero between Market to Fillmore St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,99.0,23.0,3.0,,,,,,,Embarcadero and Market,San Francisco,California
75,Etruscan Smile,2017,"Andronico's, 1200 Irving Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,109.0,14.0,11.0,,,,,,,1200 Irving Street,San Francisco,California
76,Looking Season 2 ep 202,2015,1400 16th Street,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,33.0,4.0,9.0,,,,,,,1400 16th Street,San Francisco,California
77,Venom,2018,Financial District,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,108.0,6.0,3.0,,,,,,,Financial District,San Francisco,California
79,Sudden Impact,1983,Mt. Davidson,Mt. Davidson is highest point in San Francisco (938 feet).,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,117.0,41.0,8.0,,,,,,,Mt. Davidson,San Francisco,California
80,DEVS,2020,18th btwn Connecticut and Arkansas St,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,54.0,26.0,9.0,,,,,,,18th and Connecticut,San Francisco,California
81,San Andreas,2015,Clay St. at Taylor,3 characters walk down the street. An earthquake shakes the city and stuff starts breaking. One character gets a shard of glass stuck in his leg.,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,16.0,21.0,3.0,,,,,,,Clay St. & Taylor,San Francisco,California
82,Blindspotting (Season 2),2023,"Coqueta at Pier 7, San Francisco",,Blindspotting Productions Inc.,Starz,"Rafael Casal, Jess Wu Calder,","Brittany Miller, Benjamin Earl Turner, Rafael Casal & Daveed Diggs, Sarah LaBrie, Obehi Janice, Sanjay Shah, Nyesha Littlejohn & Susan Park",Jasmine Cephas Jones,Jaylen Barron,Rafael Casal,77.0,8.0,3.0,,,,,,,"Coqueta at Pier 7, San Francisco",San Francisco,California
83,Tales of the City,2019,Market and Church St,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,28.0,5.0,5.0,,,,,,,Market and Church St,San Francisco,California
84,Burglar,1987,California Academy of Sciences (Golden Gate Park),"Founded in 1853, 3 years after California joined the United States, the Academy was originally named the California Academy of Natural Sciences and was the first institution of its kind in the United States.",Warner Bros. Pictures,Warner Bros. Pictures,Hugh Wilson,Joseph Loeb III,Whoopi Goldberg,Bobcat Goldwait,,9.0,12.0,4.0,,,,,,,Golden Gate Park,San Francisco,California
85,Looking,2014,Fort Funston,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,43.0,16.0,8.0,,,,,,,Fort Funston,San Francisco,California
86,Take the Money and Run,1969,Bank of America (1455 Stockton Street),,American Broadcasting Company (ABC),Cinerama Releasing Corporation,Woody Allen,Woody Allen,Woody Allen,Janet Margolin,,106.0,6.0,3.0,,,,,,,1455 Stockton Street,San Francisco,California
87,San Andreas,2015,Pier 43,Bystanders watch as a tsunami crashes over them,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,99.0,23.0,3.0,,,,,,,Pier 43,San Francisco,California
88,Heart and Souls,1993,Stockton Tunnel (Stockton Street at Sutter Street),"Opened in 1914, the Stockton Tunnel was built to provide North Beach residents access to the thriving downtown area.",Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,19.0,8.0,3.0,,,,,,,Stockton Tunnel (Stockton Street & Sutter Street),San Francisco,California
89,Looking Season 2 ep 209,2015,"Mission Arts Center, 2450 Harrison Street",,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,53.0,20.0,2.0,,,,,,,2450 Harrison Street,San Francisco,California
90,Junior,1994,Hyatt Fisherman's Wharf (555 Northpoint Street),,Northern Lights Entertainment,Universal Pictures,Ivan Reitman,Kevin Wade,Arnold Schwarzenegger,Danny DeVito,Emma Thompson,99.0,23.0,3.0,,,,,,,555 Northpoint Street,San Francisco,California
91,Dr. Dolittle 2,2001,"Broadway, Between Franklin & Laguna Streets",,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Steve Carr,Larry Levin,Eddie Murphy,Kristen Wilson,,102.0,30.0,6.0,,,,,,,"Broadway, Between Franklin street & Laguna street",San Francisco,California
92,Goliath- Season 4,2021,Crissy Field Beach,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,3.0,27.0,6.0,,,,,,,Crissy Field Beach,San Francisco,California
93,Looking,2014,Mission Arts Center,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,53.0,20.0,2.0,,,,,,,Mission Arts Center,San Francisco,California
94,GirlBoss,2017,Filbert and Kearny Steps,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,18.0,23.0,3.0,,,,,,,Filbert and Kearny Steps,San Francisco,California
95,Chance- Season 1 ep107,2016,"Punjab Café, 838 24th St.",,TVM Productions,HULU,Alexandra Cunningham and Kem Nunn,Michael Lehmann,Hugh Laurie,Gretchen Mol,Ethan Suplee,56.0,26.0,9.0,,,,,,,838 24th St,San Francisco,California
96,Doctor Dolittle,1998,Gabbiano's Restaurant (Ferry Building),"Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.",Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,108.0,8.0,3.0,,,,,,,Ferry Building,San Francisco,California
97,Bedazzled,2000,Montgomery & Market Streets,,Twentieth Century Fox Film Corp.,Twentieth Century Fox Film Corp.,Harold Ramis,Harold Ramis,Brendan Fraser,Elizabeth Hurley,,108.0,8.0,10.0,,,,,,,Montgomery street & Market street,San Francisco,California
98,Summertime,2015,Chinatown (Stockton @ Jackson & Jackson toward Grant,,"Creative Monster Productions, Inc.",10 Distribution,Gabriele Muccino,Gabriele Muccino,Jessica Rothe,Scott Bakula,Matilda Anna Ingrid Lutz,104.0,6.0,3.0,,,,,,,Chinatown (Stockton @ Jackson & Jackson toward Grant,San Francisco,California
99,Women is Losers,2020,119 Vernon St,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,65.0,24.0,1.0,,,,,,,119 Vernon St,San Francisco,California
100,Freebie and the Bean,1974,Alco Plaza,,Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,45.0,41.0,8.0,,,,,,,Alco Plaza,San Francisco,California
101,Foul Play,1978,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Paramount Pictures,Paramount Pictures,Colin Higgins,Colin Higgins,Goldie Hawn,Chevy Chase,Burgess Meredith,22.0,9.0,11.0,,,,,,,Alamo Square,San Francisco,California
102,Americana,2015,679 Madrid St,,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,90.0,7.0,1.0,,,,,,,679 Madrid St,San Francisco,California
103,"Budding Prospects, Pilot",2017,951 Hudson Avenue,,Picrow Streaming Inc.,Amazon,Terry Zwigoff,"Melissa Axelrod, T. C. Boyle (based on the book by)",Adam Rose,Will Sasso,Joel David Moore,76.0,1.0,9.0,,,,,,,951 Hudson Avenue,San Francisco,California
104,Chef Dynasty: House of Fang,2022,"Asian Art Museum (200 Larkin Street, Civic Center)",,"Quidnet Media, LLC",Food Network,,,Lillian Phan,Long Vo,Christy-Anne Lopez,21.0,36.0,10.0,,,,,,,200 Larkin Street,San Francisco,California
105,"Looking ""Special""",2016,Castro Street between 17th & 18th,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,,,,,,,,,,Castro Street and 17th,San Francisco,California
106,The Phone/Jexi,2019,16th St at Sanchez,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,37.0,5.0,5.0,,,,,,,16th St & Sanchez,San Francisco,California
107,When We Rise,2017,426 Castro St.,,Film 49 Productions,Amercian Broadcasting Company,Gus Van Sant,Dustin Lance Black,Guy Pierce,Mary-Louise Parker,Michael Kenneth Williams,38.0,5.0,5.0,,,,,,,426 Castro St,San Francisco,California
108,Looking,2014,Eros,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,20.0,36.0,10.0,,,,,,,Eros,San Francisco,California
109,Chance- Season 1 ep106,2016,60 Leavenworth St.,,TVM Productions,HULU,Sara Gran,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,20.0,36.0,10.0,,,,,,,60 Leavenworth St,San Francisco,California
110,Chance- Season 1 ep109,2016,60 Leavenworth St.,,TVM Productions,HULU,Sara Gran and Pete Begler,Dan Attias,Hugh Laurie,Gretchen Mol,Ethan Suplee,20.0,36.0,10.0,,,,,,,60 Leavenworth St,San Francisco,California
111,Invasion of the Body Snatchers,1978,1227 Montgomery Street (Telegraph Hill),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,18.0,23.0,3.0,,,,,,,1227 Montgomery Street,San Francisco,California
112,Etruscan Smile,2017,"Benu Restaurant, 22 Hawthorne Street",,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,32.0,8.0,10.0,,,,,,,22 Hawthorne Street,San Francisco,California
113,Goliath- Season 4,2021,Pier 7,,"Picrow, Inc.",Amazon Studios,"Billy Bob Thornton, Lawrence Trilling, Derek Johansen","David E. Kelley, Jonathan Shapiro",Billy Bob Thornton,Nina Arianda,Tania Raymonde,77.0,8.0,3.0,,,,,,,Pier 7,San Francisco,California
114,Boys and Girls,2000,Aquatic Park (Jefferson Street),"Located at one end of Fisherman's Wharf, Aquatic Park was built as part of FDR's Works Progress Administration Project.",Punch 21 Productions,Dimension Films,Robert Iscove,The Drews,"Freddie Prinze, Jr.",Alyson Hannigan,,99.0,23.0,3.0,,,,,,,Aquatic Park (Jefferson Street),San Francisco,California
115,Americana,2015,20th St and Illinois/Faxon St. and Kenwood/Glenbrook at Mt. Springs,,Sutro Films LLC,,Zachary Shedd,Zachary Shedd,Kelli Garner,Jack Davenport,Peter Coyote,55.0,26.0,9.0,,,,,,,20th St and Illinois/Faxon St. and Kenwood/Glenbrook & Mt. Springs,San Francisco,California
116,Chance Season 2,2017,Haight between Central and Ashbury St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,25.0,3.0,11.0,,,,,,,Haight and Central,San Francisco,California
117,Super Pumped: The Battle for Uber,2022,Arkansas St. midblock between Mariposa & 17th St.,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,54.0,26.0,9.0,,,,,,,Arkansas St. midblock and Mariposa,San Francisco,California
118,D.O.A,1950,Powell & California Streets,,Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,16.0,6.0,3.0,,,,,,,Powell street & California street,San Francisco,California
119,Always Be My Maybe,2019,Golden Gate Music Concourse,,"Isla Productions, LLC",Netflix,Nahnatchka Khan,"Michael Golamco, Randall Park, Ali Wong",Ali Wong,Randall Park,Keanu Reeves,9.0,12.0,4.0,,,,,,,Golden Gate Music Concourse,San Francisco,California
120,180,2011,Polk & Larkin Streets,,SPI Cinemas,,Jayendra,"Umarji Anuradha, Jayendra, Aarthi Sriram, & Suba",Siddarth,Nithya Menon,Priya Anand,98.0,32.0,6.0,,,,,,,Polk street & Larkin street,San Francisco,California
121,San Andreas,2015,Broadway and Kearney,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,106.0,23.0,3.0,,,,,,,Broadway and Kearney,San Francisco,California
122,The Presidio,1988,Sansome Street (The Embarcadero),,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,99.0,23.0,3.0,,,,,,,The Embarcadero,San Francisco,California
123,The Towering Inferno,1974,Grace Cathedral Episcopal Church (1100 California Street),Grace Cathedral Episcopal Church is the West Coast's largest Episcopalian cathedral.,Irwin Allen Productions,Twentieth Century - Fox,John Guillermin,Stirling Silliphant,Steve McQueen,Paul Newman,William Holden,16.0,21.0,3.0,,,,,,,1100 California Street,San Francisco,California
124,GirlBoss,2017,Various Haight St. Vintage Shops,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,26.0,3.0,11.0,,,,,,,Various Haight St. Vintage Shops,San Francisco,California
125,Looking Season 2 ep 207,2015,Delores Park,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,37.0,20.0,5.0,,,,,,,Delores Park,San Francisco,California
126,A View to a Kill,1985,Embarcadero Freeway,"Embarcadero Freeway, which was featured in the film, was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)",Metro-Goldwyn Mayer,MGM/UA Entertainment Company,John Glen,Richard Maibaum,Roger Moore,Christopher Walken,Tanya Roberts,99.0,23.0,3.0,,,,,,,Embarcadero Freeway,San Francisco,California
127,Steve Jobs,2015,War Memorial Opera House (401 Van Ness Avenue),,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,21.0,9.0,11.0,,,,,,,401 Van Ness Avenue,San Francisco,California
128,Alcatraz,2012,Filbert St. from Jones to Mason,,Bonanza Productions Inc.,Warner Bros. Television,J.J. Abrams,Steven Lilien,Sarah Jones,Jorge Garcia,,107.0,32.0,3.0,,,,,,,Filbert St. from Jones to Mason,San Francisco,California
129,Pushing Dead,2016,"Uva Enoteca, 568 Haight Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,26.0,9.0,11.0,,,,,,,568 Haight Street,San Francisco,California
130,The Dead Pool,1988,710 Steiner Street (Hayes Valley),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,23.0,9.0,11.0,,,,,,,710 Steiner Street,San Francisco,California
132,Vegas in Space,1992,422 Oak Street at Laguna,,Troma Entertainment,MCA/Universal Home Video,Phillip R. Ford,Doris Fish,Doris Fish,Miss X,Ginger Quest,26.0,9.0,11.0,,,,,,,422 Oak Street,San Francisco,California
133,The Matrix Resurrections,2021,425 California,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108.0,8.0,3.0,,,,,,,425 California,San Francisco,California
134,The Last Black Man in San Francisco,2019,Buena Vista East btwn Duboce and Haight,,"LBMISF, LLC",A53,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,112.0,3.0,11.0,,,,,,,Buena Vista East and Duboce,San Francisco,California
135,Chance Season 2,2017,Lombard St between Leavenworth and Hyde St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,107.0,32.0,6.0,,,,,,,Lombard St and Leavenworth,San Francisco,California
136,The Game,1997,City Club (155 Sansome Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,108.0,8.0,3.0,,,,,,,155 Sansome Street,San Francisco,California
137,A Taiwanese Tale of Two Cities,2018,700 Block of Grant Ave.,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,104.0,6.0,3.0,,,,,,,700 Block of Grant Ave.,San Francisco,California
138,Attack of the Killer Tomatoes,1978,Hyde Street Cable Car,SF Cable Cars are the only moving National Historical Landmark.,Four Square Productions,NAI Entertainment,John DeBello,John DeBello,David Miller,,,21.0,36.0,10.0,,,,,,,Hyde Street Cable Car,San Francisco,California
139,Around the Fire,1998,Ocean Beach,"On Jan. 25, 1878, the King Philip ship crashed in Ocean Beach. Occasionally, the ship's wreckage may be found on the beach-- most recently it was seen in 2007.",Paradigm Studio,Ardustry Home Entertainment,John Jacobsen,John Comerford,Tara Reid,,,9.0,12.0,4.0,,,,,,,Ocean Beach,San Francisco,California
140,Terminator - Genisys,2015,California St. between Drumm St. and Kearny St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,108.0,8.0,3.0,,,,,,,California St. and Drumm,San Francisco,California
