unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,query_location,city,state,coordinates_final2,lat_final2,lon_final2,tconst,genres,run_time,avg_rating,numVotes,director1_nconst,director1_name,director2_nconst,director2_name,writer1_nconst,writer1_name,writer2_nconst,writer2_name,writer3_nconst,writer3_name
1340,Looking,2014,Muni line N- Judah,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,21.0,36.0,10.0,Muni line N- Judah,San Francisco,California,"37.776550840683875, -122.394834792617",37.77655084068388,-122.3948348,tt2581458,"Comedy,Drama,Romance",30,8.2,21934.0,nm0354091,Andrew Haigh,nm0044803,Jamie Babbit,nm2328145,Michael Lannan,nm6152442,J.C. Lee,nm0354091,Andrew Haigh
1341,Invasion of the Body Snatchers,1978,720 Steiner Street (Hayes Valley),,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,23.0,9.0,11.0,720 Steiner Street,San Francisco,California,"37.776381, -122.432742",37.776381,-122.432742,tt0077745,"Horror,Sci-Fi",115,7.4,72248.0,nm0442241,Philip Kaufman,,,nm0725379,W.D. Richter,nm0278277,Jack Finney,,
1342,Bullitt,1968,Taylor & Vallejo Streets (Russian Hill),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,107.0,21.0,3.0,Russian Hill,San Francisco,California,"37.79858, -122.40883",37.79858,-122.40883,tt0062765,"Action,Crime,Thriller",114,7.4,76783.0,nm0946811,Peter Yates,,,nm0874450,Alan Trustman,nm0459067,Harry Kleiner,nm0279302,Robert L. Fish
1344,Getting Even with Dad,1994,140 Maiden Lane,,Metro-Goldwyn-Mayer (MGM),Metro-Goldwyn-Mayer (MGM),Howard Deutch,Tom S. Parker,Macaulay Culkin,Ted Danson,,19.0,8.0,3.0,140 Maiden Lane,San Francisco,California,"37.78819746284596, -122.4059338609939",37.78819746284596,-122.4059338609939,tt0109891,"Comedy,Crime,Family",109,4.9,8821.0,nm0222043,Howard Deutch,,,nm0662678,Tom S. Parker,nm0421084,Jim Jennewein,,
1345,The Last Black Man in San Francisco,2019,Forest Hill MUNI Station,,"LBMISF, LLC",A35,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,45.0,41.0,8.0,Forest Hill MUNI Station,San Francisco,California,"37.74800195713079, -122.45917585638936",37.74800195713079,-122.4591759,tt4353250,Drama,121,7.3,22171.0,nm7050300,Joe Talbot,,,nm8629338,Jimmie Fails,nm7050300,Joe Talbot,nm3635307,Rob Richert
1346,Looking,2014,Bay Bridge,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,,,,Bay Bridge,San Francisco,California,"37.822888, -122.313495",37.822888,-122.313495,tt2581458,"Comedy,Drama,Romance",30,8.2,21934.0,nm0354091,Andrew Haigh,nm0044803,Jamie Babbit,nm2328145,Michael Lannan,nm6152442,J.C. Lee,nm0354091,Andrew Haigh
1347,"Looking ""Special""",2016,San Francisco City Hall,,"Mission Street Productions, LLC",HBO,Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie Alvarez,Murray Bartlett,21.0,36.0,10.0,San Francisco City Hall,San Francisco,California,"37.779241, -122.418967",37.779241,-122.418967,tt4552118,,,,,nm0354091,Andrew Haigh,,,nm0354091,Andrew Haigh,nm2328145,Michael Lannan,,
1348,Super Pumped: The Battle for Uber,2022,Main Street between Harrison and Howard,,Possible Productions,Showtime,"Allen Coulter, Daniel Gray Longino, John Dahl, Zetna Fuentes","Brian Koppelman & David Levien, Sarah Acosta, Stephen Schiff, Emily Hornsby, Safie M. Dirie, Beth Schacter",Joseph Gordon-Levitt,Kyle Chandler,Kerry Bishé,108.0,8.0,10.0,Main Street and Harrison,San Francisco,California,"37.788152, -122.390321",37.788152,-122.390321,tt11173006,,,,,nm0001093,John Dahl,nm0297489,Zetna Fuentes,nm12608105,Mike Isaac,nm0002718,Brian Koppelman,nm0505522,David Levien
1349,Invasion of the Body Snatchers,1978,"Postcard Row (Alamo Square, Hayes Valley)",The 6 Victorian homes across from Alamo Square Park are among the few Victorians to survive the Great Fire.,Solofilm,United Artists,Philip Kaufman,Jack Finney,Donald Sutherland,Jeff Goldblum,Brooke Adams,22.0,9.0,11.0,Alamo Square,San Francisco,California,"37.77687, -122.43815",37.77687,-122.43815,tt0077745,"Horror,Sci-Fi",115,7.4,72248.0,nm0442241,Philip Kaufman,,,nm0725379,W.D. Richter,nm0278277,Jack Finney,,
1350,Pushing Dead,2016,"Mission Neibhrohood Health Cetner, 240 Shotweel Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,53.0,20.0,2.0,240 Shotweel Street,San Francisco,California,"37.764736, -122.416554",37.764736,-122.416554,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
1351,Freebie and the Bean,1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",Warner Bros. Pictures,American Broadcasting Company (ABC),Richard Rush,Robert Kaufman,Alan Arkin,James Caan,Loretta Swit,16.0,21.0,3.0,950 Mason Street,San Francisco,California,"37.792361, -122.410234",37.792361,-122.410234,tt0071521,"Action,Comedy,Crime",113,6.6,3650.0,nm0750701,Richard Rush,,,nm0442099,Robert Kaufman,nm0616152,Floyd Mutrux,,
1352,A Jitney Elopement,1915,Golden Gate Park,"During San Francisco's Gold Rush era, the Park was part of an area designated as the ""Great Sand Waste"".",The Essanay Film Manufacturing Company,General Film Company,Charles Chaplin,Charles Chaplin,Charles Chaplin,Edna Purviance,,9.0,12.0,4.0,Golden Gate Park,San Francisco,California,"37.766058, -122.477414",37.766058,-122.477414,tt0005571,,,,,nm0000122,Charles Chaplin,,,nm0000122,Charles Chaplin,,,,
1353,The OA Part II,2019,Washington at Maple,,Lunar Mining LLC,Netflix,Zal Batmanglij,"Zal Batmanglij, Brit Marling",Brit Marling,Emory Cohen,Patrick Gibson,10.0,31.0,6.0,Washington at Maple,San Francisco,California,"37.788891942565705, -122.45561239999999",37.788891942565705,-122.4556124,tt4635282,,,,,nm2610231,Zal Batmanglij,nm0354091,Andrew Haigh,nm2610231,Zal Batmanglij,nm1779870,Brit Marling,nm5505530,Dominic Orlando
1354,"Smile Again, Jenny Lee",2015,Mason & Sacramento St,,Carlo Caldana/Marguery Films,,Carlo Caldana,Linda Demetrick,Craig Tsuyumine,Puneet Prasad,Larry Kitagawa,16.0,21.0,3.0,Mason Street & Sacramento St,San Francisco,California,"37.792765, -122.411027",37.792765,-122.411027,tt4396558,"Drama,Mystery",110,,,nm0129410,Carlo Caldana,,,nm0129410,Carlo Caldana,,,,
1355,Sense8 - Season 2,2016,Castle between Union and Green,,"Unpronounceable Productions, LLC",Netflix,Wachowski Siblings,"J. Michael Straczynski, Wachowiski Siblings",Jamie Clayton,Daryl Hannah,Naveen Andrews,18.0,23.0,3.0,Castle and Union,San Francisco,California,"37.800894362623374, -122.40529278976577",37.800894362623374,-122.4052928,tt2431438,,,,,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski,nm0833089,J. Michael Straczynski,nm0905154,Lana Wachowski,nm0905152,Lilly Wachowski
1356,A Night Full of Rain,1978,San Francisco Chronicle (901 Mission Street at 15th Street),The San Francisco Zodiac Killer of the late 1960s sent his notes and letters to the Chronicle's offices.,Liberty Film,Warner Bros. Pictures,Lina Wertmuller,Lina Wertmuller,Candice Bergen,Giancarlo Gianni,,53.0,20.0,2.0,901 Mission Street,San Francisco,California,"37.78230912585163, -122.40662284232792",37.78230912585163,-122.40662284232792,tt0077548,"Drama,Romance",104,6.1,351.0,nm0921631,Lina Wertmüller,,,nm0921631,Lina Wertmüller,,,,
1357,Milk,2008,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Focus Features,Focus Features,Gus Van Sant,Dustin Lance Black,Sean Penn,Emile Hirsch,,104.0,6.0,3.0,Chinatown,San Francisco,California,"37.795326, -122.40497",37.795326,-122.40497,tt1013753,"Biography,Drama,History",128,7.5,180809.0,nm0001814,Gus Van Sant,,,nm0085257,Dustin Lance Black,,,,
1359,Sister Act,1992,"St. Paul's Church (Church Street, Noe Valley)",,Touchstone Pictures,Buena Vista Pictures,Emile Ardolino,Joseph Howard,Whoopi Goldberg,Maggie Smith,,52.0,5.0,5.0,"St. Paul's Church (Church Street, Noe Valley)",San Francisco,California,"37.74424718559714, -122.42692192197384",37.74424718559714,-122.42692192197384,tt0105417,"Comedy,Family,Music",100,6.5,110069.0,nm0001915,Emile Ardolino,,,nm0397411,Paul Rudnick,,,,
1360,The Dead Pool,1988,Clementina & Sumner Streets,,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,32.0,34.0,10.0,Clementina street & Sumner street,San Francisco,California,"37.775893, -122.409997",37.775893,-122.409997,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
1361,The Dead Pool,1988,"KGO-TV ABC7 TV Studios (900 Front Street, Waterfront Historic District)",,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,77.0,8.0,3.0,900 Front Street,San Francisco,California,"37.800254, -122.399581",37.800254,-122.399581,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
1362,The Conversation,1974,"Neiman Marcus (150 Stockton Street, Union Square)",In the film the City of Paris Department Store is featured. That establishment was located where Neiman Marcus stands today,American Zoetrope,Paramount Pictures,Francis Ford Coppola,Francis Ford Coppola,Gene Hackman,John Cazale,Allen Garfield,19.0,8.0,3.0,150 Stockton Street,San Francisco,California,"37.78734, -122.406179",37.78734,-122.406179,tt0071360,"Drama,Mystery,Thriller",113,7.7,124029.0,nm0000338,Francis Ford Coppola,,,nm0000338,Francis Ford Coppola,,,,
1363,The Lineup,1958,Sutro Baths (Point Lobos Avenue),,Pajemer Productions,Columbia Pictures,Don Siegel,Stirling Silliphant,Eli Wallach,Robert Keith,Richard Jaeckel,6.0,29.0,4.0,Sutro Baths (Point Lobos Avenue),San Francisco,California,"37.78043276189235, -122.51367220506934",37.78043276189235,-122.5136722,tt0051866,"Crime,Drama,Film-Noir",86,7.3,4594.0,nm0796923,Don Siegel,,,nm0798103,Stirling Silliphant,nm0250930,Fred Eggers,nm1057748,Lawrence M. Klee
1364,Dream with the Fishes,1997,Pier 39,,3 Ring Circus Films,Sony Pictures Classics,Finn Taylor,Finn Taylor & Jeffrey Brown,David Arquette,Brad Hunt,,99.0,23.0,3.0,Pier 39,San Francisco,California,"37.809912, -122.410364",37.809912,-122.410364,tt0119019,"Comedy,Drama",97,6.9,1922.0,nm0852363,Finn Taylor,,,nm0852363,Finn Taylor,nm0113819,Jeffrey D. Brown,,
1365,A Taiwanese Tale of Two Cities,2018,Texas St at 19th St,,Envision Productions Inc.,Netflix,Tien-Lun Yeh,"Ling-Hui Chen, Nancy Chen, Chih-Chi Fan, Chia-Hui Lin",Tammy Cheng,Peggy Tseng,Shen-Hao Wen,54.0,26.0,9.0,Texas St & 19th St,San Francisco,California,"37.76136, -122.395449",37.76136,-122.395449,tt8893498,Drama,\N,6.4,181.0,nm4411141,Tien-Lun Yeh,,,nm7845930,Ling-Hui Chen,nm5489806,Nancy Chen,nm7214497,Chih-Chi Fan
1366,Red Widow,2013,York & 24th St.,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,53.0,20.0,2.0,York Street & 24th St.,San Francisco,California,"37.75286, -122.408214",37.75286,-122.408214,tt2215399,"Crime,Drama,Thriller",60,6.5,3211.0,nm0317382,Billy Gierhart,nm0568192,Terry McDonough,nm0267679,Ryan Farley,nm0742279,Melissa Rosenberg,nm1081625,Pieter Bart Korthuis
1368,The Matrix Resurrections,2021,150 California,,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,108.0,8.0,3.0,150 California,San Francisco,California,"37.793693, -122.398344",37.793693,-122.398344,tt10838180,"Action,Sci-Fi",148,5.7,284950.0,nm0905154,Lana Wachowski,,,nm0905154,Lana Wachowski,nm3290967,David Mitchell,nm3097752,Aleksandar Hemon
1369,Dark Passage,1947,The Malloch Apartment Building (1360 Montgomery Street),,Warner Bros. Pictures,Warner Bros. Pictures,Delmer Daves,Delmer Daves & David Goodis,Humphrey Bogart,Lauren Bacal,Bruce Bennett,18.0,23.0,3.0,1360 Montgomery Street,San Francisco,California,"37.801799, -122.404324",37.801799,-122.404324,tt0039302,"Film-Noir,Thriller",106,7.5,22430.0,nm0202681,Delmer Daves,,,nm0202681,Delmer Daves,nm0328959,David Goodis,,
1370,The Phone/Jexi,2019,SF War Memorial Opera House,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,21.0,9.0,11.0,SF War Memorial Opera House,San Francisco,California,"37.7786, -122.420908",37.7786,-122.420908,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
1371,Ant-Man and the Wasp: Quantumania,2023,Post between Leavenworth and Montgomery,,Pym Particles Production III LLC,Walt Disney Studios Motion Pictures,Peyton Reed,Jeff Loveness,Paul Rudd,Evangeline Lilly,Jonathan Majors,19.0,8.0,3.0,Post and Leavenworth,San Francisco,California,"37.78742179867888, -122.41498844558599",37.78742179867888,-122.4149884,tt10954600,"Action,Adventure,Comedy",124,6.0,236822.0,nm0715636,Peyton Reed,,,nm3278218,Jeff Loveness,nm0498278,Stan Lee,nm1293367,Larry Lieber
1372,George of the Jungle,1997,The Tamalpais Building (1201 Greenwich Street at Hyde),,Walt Disney Pictures,Buena Vista Pictures,Sam Weisman,Jay Ward,Brendan Fraser,Leslie Mann,,107.0,32.0,6.0,1201 Greenwich Street,San Francisco,California,"37.80078, -122.41977",37.80078,-122.41977,tt0119190,"Action,Adventure,Comedy",92,5.5,85296.0,nm0918873,Sam Weisman,,,nm0911599,Jay Ward,nm0647615,Dana Olsen,nm0920108,Audrey Wells
1373,Etruscan Smile,2017,Pier 39 San Francisco,,"Po Valley Productions, LLC",TBD,Oded Binnun/ Michel Brezis,"Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro",Brian Cox,Roseanne Arquette,Thora Birch,99.0,23.0,3.0,Pier 39 San Francisco,San Francisco,California,"37.809912, -122.410364",37.809912,-122.410364,tt5459382,,,,,nm1729068,Oded Binnun,nm1729072,Mihal Brezis,nm1281083,José Luis Sampedro,nm1313340,Michael McGowan,nm1136655,Michal Lali Kagan
1374,Nash Bridges,2021,Illinois Street at 20th Street,,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,55.0,26.0,9.0,Illinois Street & 20th Street,San Francisco,California,"37.760561, -122.387583",37.760561,-122.387583,tt0115285,,,,,nm0153191,Jim Charleston,nm0066439,Greg Beeman,nm0193681,Carlton Cuse,nm0825988,Reed Steiner,nm0936210,John Wirth
1376,Pacific Heights,1990,Chinatown,"First established in the mid-19th Century, SF's Chinatown is the oldest and largest Chinatown in the US.",Morgan Creek Productions,Twentieth Century Fox Film Corporation,John Schlesinger,Daniel Pyne,Melanie Griffith,Matthew Modine,,104.0,6.0,3.0,Chinatown,San Francisco,California,"37.795326, -122.40497",37.795326,-122.40497,tt0100318,Thriller,102,6.4,23228.0,nm0772259,John Schlesinger,,,nm0002417,Daniel Pyne,,,,
1377,Ant-Man,2015,601 Buena Vista Ave West at Java St.,,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,112.0,3.0,5.0,601 Buena Vista Ave,San Francisco,California,"37.766923, -122.443996",37.766923,-122.443996,tt0478970,"Action,Comedy,Sci-Fi",117,7.2,731932.0,nm0715636,Peyton Reed,,,nm0942367,Edgar Wright,nm0180428,Joe Cornish,nm0570912,Adam McKay
1378,Beautiful Boy,2018,Wisconsin between 19th and 20th St,,Big Indie Pictures,Amazon Studios,Felix van Groeningen,Luke Davies,Steve Carell,Timothee Chalamet,Maura Tierney,,,,Wisconsin and 19th,San Francisco,California,"37.761142471988975, -122.39932650325935",37.761142471988975,-122.3993265,tt1226837,"Biography,Drama",120,7.4,104040.0,nm0886976,Felix van Groeningen,,,nm1729294,Luke Davies,nm0886976,Felix van Groeningen,nm2997310,David Sheff
1379,Surface,2022,Baker Beach,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,3.0,27.0,6.0,Baker Beach,San Francisco,California,"37.793516, -122.483719",37.793516,-122.483719,tt13694702,"Drama,Mystery,Thriller",48,6.3,5235.0,nm0589284,Sam Miller,nm3604358,Ed Lilly,nm1957892,Leigh Ann Biety,nm9349624,Raven Jackson,nm5535928,Glenise Mullins
1380,The Bachelor,1999,Columbus Avenue at Green & Stockton,,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,106.0,23.0,3.0,Columbus Avenue & Green & Stockton,San Francisco,California,"37.79946031134767, -122.40898391718697",37.79946031134767,-122.4089839,tt0120596,"Comedy,Romance",101,5.1,19114.0,nm0802551,Gary Sinyor,,,nm0576362,Roi Cooper Megrue,nm0369841,Jean C. Havez,nm0115669,Clyde Bruckman
1381,Shang-Chi and the Legend of the Ten Rings,2021,"Bush between Hyde and Kearny, Sutter between Hyde and Kearny",,Freelance Restorations LLC,Disney/Marvel,Destin Daniel Cretton,"Dave Callaham, Destin Daniel Cretton, Andrew Lanham",Simu Liu,Tony Chiu-Wai Leung,Awkwafina,21.0,36.0,10.0,Bush and Hyde,San Francisco,California,"37.7891132932896, -122.41713826278254",37.78911329,-122.4171383,tt9376612,"Action,Adventure,Fantasy",132,7.4,444863.0,nm2308774,Destin Daniel Cretton,,,nm1709264,Dave Callaham,nm2308774,Destin Daniel Cretton,nm6150131,Andrew Lanham
1382,"Murder in the First, Season 1",2014,Dolores Park,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,37.0,20.0,5.0,Dolores Park,San Francisco,California,"37.761361, -122.425989",37.761361,-122.425989,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
1383,Basic Instinct,1992,Kearney Street (Telegraph Hill),,Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,18.0,23.0,3.0,Telegraph Hill,San Francisco,California,"37.798695, -122.40789",37.798695,-122.40789,tt0103772,"Drama,Mystery,Thriller",127,7.1,222568.0,nm0000682,Paul Verhoeven,,,nm0000390,Joe Eszterhas,,,,
1384,The Game,1997,301 Howard Street,,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,32.0,8.0,10.0,301 Howard Street,San Francisco,California,"37.789592, -122.39427",37.789592,-122.39427,tt0119174,"Drama,Mystery,Thriller",129,7.7,437217.0,nm0000399,David Fincher,,,nm0104335,John Brancato,nm0274905,Michael Ferris,,
1385,GirlBoss,2017,Green and Divisadero,,"Hippolyta Productions, LLC",Netflix,"Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi",Kay Cannon,Britt Robertson,Ellie Reed,Amanda Rea,102.0,30.0,6.0,Green and Divisadero,San Francisco,California,"37.795344627937546, -122.44200270511014",37.795344627937546,-122.4420027,tt5706996,,,,,nm0228542,Christian Ditter,nm0044803,Jamie Babbit,nm4619459,Sophia Amoruso,nm3873358,Jen Braeden,nm0134224,Kay Cannon
1386,The Phone/Jexi,2019,1423 Golden Gate Ave,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,97.0,39.0,11.0,1423 Golden Gate Ave,San Francisco,California,"37.779057, -122.434088",37.779057,-122.434088,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
1387,Bitter Melon,2018,298 11th St,,Bitter Melon Film LLC/Mammoth Pictures,"ABS-CBN, Gravitas Ventures",H.P. Mendoza,H.P. Mendoza,Jon Norman Schneider,Patrick Epino,Brian Rivera,32.0,20.0,10.0,298 11th St,San Francisco,California,"37.771895, -122.414398",37.771895,-122.414398,tt7241800,"Comedy,Crime,Drama",110,5.8,199.0,nm2208558,H.P. Mendoza,,,nm2208558,H.P. Mendoza,,,,
1388,Terminator - Genisys,2015,Construction Site in front of 260 Stockton St. at Post St.,,T5 Productions LLC,Paramount Pictures,Alan Taylor,James Cameron,Arnold Schwarzenegger,Jason Clarke,,19.0,8.0,3.0,260 Stockton St,San Francisco,California,"37.788317, -122.406502",37.788317,-122.406502,tt1340138,,,,,nm0851930,Alan Taylor,,,nm0436164,Laeta Kalogridis,nm0527261,Patrick Lussier,nm0000116,James Cameron
1389,Women is Losers,2020,Laguna Honda Hospital - 375 Laguna Honda Blvd.,,Look at the Moon Pictures,,Lissette Feliciano,Lissette Feliciano,Lorenza Izzo,Simu Liu,Liza Weil,49.0,38.0,8.0,375 Laguna Honda Blvd,San Francisco,California,"37.749057, -122.456879",37.749057,-122.456879,tt9024096,,,,,nm2548666,Lissette Feliciano,,,nm2548666,Lissette Feliciano,,,,
1390,The Dead Pool,1988,Pier 3 (The Embarcadero),,Warner Bros. Pictures,Warner Bros. Pictures,Buddy Van Horn,Harry Julian Fink,Clint Eastwood,Liam Neeson,Patricia Clarkson,108.0,8.0,3.0,The Embarcadero,San Francisco,California,"37.806565, -122.40458",37.806565,-122.40458,tt0094963,"Action,Crime,Mystery",91,6.3,49768.0,nm0887174,Buddy Van Horn,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0788975,Steve Sharon
1391,Tales of the City,2019,North Beach,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,106.0,6.0,3.0,North Beach,San Francisco,California,"37.802185, -122.41291",37.802185,-122.41291,tt7087260,Drama,60,7.4,9171.0,nm0693561,Alan Poul,nm1036574,Silas Howard,nm10399659,Hansol Jung,nm0560945,Armistead Maupin,nm10399660,Thomas Page McBee
1393,San Andreas,2015,Mission between 3rd and 4th St.,,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,,,,Mission and 3rd,San Francisco,California,"37.78615726563121, -122.40181221119296",37.78615726563121,-122.4018122,tt2126355,"Action,Adventure,Thriller",114,6.1,260350.0,nm0679031,Brad Peyton,,,nm0193681,Carlton Cuse,nm1061002,Andre Fabrizio,nm0664920,Jeremy Passmore
1394,San Andreas,2015,TransAmerica Pyramid (600 Montgomery Street),,"Upside Down Productions, Inc.",Warner Bros.,Brad Peyton,Allan Loeb,Dwayne Johnson,,,108.0,6.0,3.0,600 Montgomery Street,San Francisco,California,"37.795116, -122.402747",37.795116,-122.402747,tt2126355,"Action,Adventure,Thriller",114,6.1,260350.0,nm0679031,Brad Peyton,,,nm0193681,Carlton Cuse,nm1061002,Andre Fabrizio,nm0664920,Jeremy Passmore
1395,When a Man Loves a Woman,1994,Spring Valley School (1451 Jackson Street),,Touchstone Pictures,Buena Vista Pictures,Luis Mandoki,Ronald Bass,Andy Garcia,Meg Ryan,,16.0,32.0,3.0,1451 Jackson Street,San Francisco,California,"37.79372739458398, -122.41880321682514",37.79372739458398,-122.41880321682514,tt0111693,"Drama,Romance",126,6.5,23809.0,nm0001502,Luis Mandoki,,,nm0060103,Ron Bass,nm0291253,Al Franken,,
1396,Petulia,1968,2417 Franklin Street,,Warner Brothers / Seven Arts,Warner Brothers / Seven Arts,Richard Lester,Lawrence B. Marcus,Julie Christie,George C. Scott,Richard Chamberlain,102.0,13.0,6.0,2417 Franklin Street,San Francisco,California,"37.79669, -122.425606",37.79669,-122.425606,tt0063426,"Drama,Romance",105,6.8,3477.0,nm0504513,Richard Lester,,,nm0546140,Lawrence B. Marcus,nm0352053,John Haase,nm0193009,Barbara Turner
1397,Joy Luck Club,1993,375 Laguna Honda Blvd.,,Hollywood Pictures,National Broadcasting Company (NBC),Wayne Wang,Amy Tan,Kieu Chinh,Tsai Chin,France Nuyen,49.0,38.0,8.0,375 Laguna Honda Blvd,San Francisco,California,"37.749057, -122.456879",37.749057,-122.456879,tt0107282,,,,,nm0911061,Wayne Wang,,,nm0848819,Amy Tan,nm0060103,Ron Bass,,
1398,Big Eyes,2014,Saints Peter & Paul Church,,Blink & Wink Productions,Weinstein Company,Tim Burton,Scott Alexander,Amy Adams,Krysten Ritter,Christoph Waltz,106.0,23.0,3.0,Saints Peter & Paul Church,San Francisco,California,"37.801549, -122.410332",37.801549,-122.410332,tt4317898,Documentary,\N,7.2,54.0,\N,,,,nm7021829,Susan Hale Keane,,,,
1399,Pushing Dead,2016,"Infield Batting Cages, 1888 Clement Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,8.0,29.0,4.0,1888 Clement Street,San Francisco,California,"37.782526, -122.479269",37.782526,-122.479269,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
1400,High Crimes,2002,Vesuvio Café (255 Columbus Avenue),Jack Kerouac was a regular at the café.,Twentieth Century Fox Film Corporation,Twentieth Century Fox Film Corporation,Mel Brooks,Mel Brooks,Mel Brooks,Madeline Kahn,,104.0,6.0,3.0,255 Columbus Avenue,San Francisco,California,"37.797491, -122.406401",37.797491,-122.406401,tt0257756,"Crime,Drama,Mystery",115,6.4,48851.0,nm0002083,Carl Franklin,,,nm0277511,Joseph Finder,nm0954693,Yuri Zeltser,nm0081060,Grace Cary Bickley
