unique_id,Title,Release Year,Locations,Fun Facts,Production Company,Distributor,Director,Writer,Actor 1,Actor 2,Actor 3,SF Find Neighborhoods,Analysis Neighborhoods,Current Supervisor Districts,query_location,city,state,coordinates_final2,lat_final2,lon_final2,tconst,genres,run_time,avg_rating,numVotes,director1_nconst,director1_name,director2_nconst,director2_name,writer1_nconst,writer1_name,writer2_nconst,writer2_name,writer3_nconst,writer3_name
1401,Doctor Dolittle,1998,Webster Street,,Twentieth Century Fox Film Cooperation,Twentieth Century Fox Film Cooperation,Betty Thomas,Nat Mauldin,Eddie Murphy,Ossie Davis,,22.0,9.0,11.0,Webster Street,San Francisco,California,"37.784571, -122.430934",37.784571,-122.430934,tt0118998,"Comedy,Family,Fantasy",85,5.4,103115.0,nm0858525,Betty Thomas,,,nm0517452,Hugh Lofting,nm0560894,Nat Mauldin,nm0505648,Larry Levin
1402,The Game,1997,Merchant Exchange Building (465 California Street),,Polygram Filmed Entertainment,Polygram Filmed Entertainment,David Fincher,John Brancato,Michael Douglas,Sean Penn,Deborah Kara Unger,108.0,8.0,3.0,465 California Street,San Francisco,California,"37.792699, -122.402169",37.792699,-122.402169,tt0119174,"Drama,Mystery,Thriller",129,7.7,437217.0,nm0000399,David Fincher,,,nm0104335,John Brancato,nm0274905,Michael Ferris,,
1403,So I Married an Axe Murderer,1993,Rocco's Corner (Columbus Street),,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,107.0,32.0,3.0,Rocco's Corner (Columbus Street),San Francisco,California,"37.80314789858511, -122.4146194553599",37.80314789858511,-122.4146195,tt0108174,"Comedy,Romance",93,6.5,43354.0,nm0772095,Thomas Schlamme,,,nm0289219,Robbie Fox,,,,
1404,Shit and Champagne,2020,17th and Capp St,,"Shaboom Boom, LLC",,D'Arcy Drollinger,D'Arcy Drollinger,D'Arcy Drollinger,Matthew Martin,Steven LeMay,53.0,20.0,2.0,17th and Capp St,San Francisco,California,"37.763452482188455, -122.41849436582484",37.763452482188455,-122.4184944,tt13023550,,,,,nm1834647,D'Arcy Drollinger,,,nm1834647,D'Arcy Drollinger,,,,
1406,Red Widow,2013,Geary & 27th Ave,,Beyond Pix,American Broadcasting Company (ABC),Alon Aranya,Melissa Rosenberg,Radha Mitchell,Sterling Beaumon,Clifton Collins Jr.,8.0,29.0,4.0,Geary Street & 27th Ave,San Francisco,California,"37.77994839620123, -122.48711647997956",37.77994839620123,-122.4871165,tt2215399,"Crime,Drama,Thriller",60,6.5,3211.0,nm0317382,Billy Gierhart,nm0568192,Terry McDonough,nm0267679,Ryan Farley,nm0742279,Melissa Rosenberg,nm1081625,Pieter Bart Korthuis
1407,Surface,2022,Montgomery Street at Market,,"Apple Studios, LLC",Apple TV+,"Sam Miller, Kevin Rodney Sullivan, Jennifer Morrison, Tucker Gates","Veronica West, Erica L. Anderson,Tony Saltzman, Glenise Mullins, Leigh Ann Biety, Dan Lee West, Leigh Ann Biety & Raven Jackson, Martín Zimmerman",Gugu Mbatha-Raw,Oliver Jackson-Cohen,Ari Graynor,108.0,8.0,10.0,Montgomery Street & Market,San Francisco,California,"37.788818, -122.401988",37.788818,-122.401988,tt13694702,"Drama,Mystery,Thriller",48,6.3,5235.0,nm0589284,Sam Miller,nm3604358,Ed Lilly,nm1957892,Leigh Ann Biety,nm9349624,Raven Jackson,nm5535928,Glenise Mullins
1409,The Enforcer,1976,Coit Tower,"The Tower was funded by a gift bequeathed by Lillie Hitchcock Coit, a socialite who reportedly liked to chase fires. Though the tower resembles a firehose nozzle, it was not designed this way.",Warner Bros. Pictures,Warner Bros. Pictures,James Fargo,Stirling Silliphant,Clint Eastwood,Tyne Daly,Harry Guardino,18.0,23.0,3.0,Coit Tower,San Francisco,California,"37.802449, -122.405836",37.802449,-122.405836,tt0074483,"Action,Crime,Thriller",96,6.7,50039.0,nm0267309,James Fargo,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0798103,Stirling Silliphant
1410,Venom,2018,California St at Montgomery St,,"L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing",Ruben Fleischer,"Jeff Pinkner, Scott Rosenberg",Tom Hardy,Michelle Wiliams,Riz Ahmed,108.0,8.0,3.0,California St & Montgomery St,San Francisco,California,"37.792859, -122.402791",37.792859,-122.402791,tt1270797,"Action,Adventure,Sci-Fi",112,6.6,548434.0,nm0281508,Ruben Fleischer,,,nm0684374,Jeff Pinkner,nm0003298,Scott Rosenberg,nm0545150,Kelly Marcel
1411,Steve Jobs,2015,Mission St and 5th St,,RDF Productions LLC,Universal Pictures,Danny Boyle,Aaron Sorkin,Michael Fassbender,Kate Winslet,Seth Rogen,32.0,34.0,10.0,Mission St and 5th St,San Francisco,California,"37.782729, -122.406496",37.782729,-122.406496,tt2080374,"Biography,Drama",122,7.2,180318.0,nm0000965,Danny Boyle,,,nm0815070,Aaron Sorkin,nm0410596,Walter Isaacson,,
1414,Magnum Force,1973,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.",The Malpaso Company,Warner Bros. Pictures,Ted Post,John Milius,Clint Eastwood,Hal Holbrook,Mitchell Ryan,16.0,21.0,3.0,950 Mason Street,San Francisco,California,"37.792361, -122.410234",37.792361,-122.410234,tt0070355,"Action,Crime,Mystery",124,7.2,67758.0,nm0692872,Ted Post,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0587518,John Milius
1415,Basic Instinct,1992,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species.",Carolco Pictures,TriStar Pictures,Paul Verhoeven,Joe Eszterhas,Michael Douglas,Sharon Stone,George Dzundza,9.0,12.0,4.0,"California Academy of Sciences, Golden Gate Park",San Francisco,California,"37.769921, -122.466369",37.769921,-122.466369,tt0103772,"Drama,Mystery,Thriller",127,7.1,222568.0,nm0000682,Paul Verhoeven,,,nm0000390,Joe Eszterhas,,,,
1418,Ballers Season 3,2017,"Another Café, 1191 Pine St at Leavenworth",,"Chori Perros Productions, LLC",HBO,Julian Farino,Stephen Levinson,Dwayne Johnson,John David Washington,Omar Benson Miller,50.0,21.0,3.0,1191 Pine St,San Francisco,California,"37.790095, -122.415351",37.790095,-122.415351,tt2891574,,,,,nm0267497,Julian Farino,nm0148116,Simon Cellan Jones,nm0506100,Stephen Levinson,nm3135260,Rashard Mendenhall,nm2483942,Zach Robbins
1419,Ant-Man,2015,Pine between Kearney and Davis,Driving shots,"PYM Particles Productions, LLC",Walt Disney Studios Motion Pictures,Peyton Reed,Gabriel Ferrari,Michael Douglas,Paul Rudd,,108.0,8.0,10.0,Pine and Kearney,San Francisco,California,"37.79168891518861, -122.40434243394643",37.79168891518861,-122.4043424,tt0478970,"Action,Comedy,Sci-Fi",117,7.2,731932.0,nm0715636,Peyton Reed,,,nm0942367,Edgar Wright,nm0180428,Joe Cornish,nm0570912,Adam McKay
1420,Playing Mona Lisa,2000,Conservatory of Flowers (Golden Gate Park),"The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.",The Bubble Factory,Buena Vista Pictures,Matthew Huffman,Marni Freedman,Alicia Witt,Harvey Fierstein,,9.0,12.0,4.0,Golden Gate Park,San Francisco,California,"37.766058, -122.477414",37.766058,-122.477414,tt0187559,Comedy,97,5.8,936.0,nm0003953,Matthew Huffman,,,nm0293216,Marni Freedman,nm0209856,Carlos De Los Rios,,
1421,Nash Bridges,2021,"Far East Café, 631 Grant Avenue",,"Village NB Productions, LLC",USA Nework,Greg Beeman,"Carlton Cuse, Bill Chais",Don Johnson,Cheech Marin,Joe Dinicol,104.0,6.0,3.0,631 Grant Avenue,San Francisco,California,"37.79290454018711, -122.40634369672",37.79290454018711,-122.40634369672,tt0115285,,,,,nm0153191,Jim Charleston,nm0066439,Greg Beeman,nm0193681,Carlton Cuse,nm0825988,Reed Steiner,nm0936210,John Wirth
1422,Nine Months,1995,Montgomery & Vallejo Streets,,1492 Pictures,Twentieth Century Fox Film Corp.,Chris Columbus,Chris Columbus,Hugh Grant,Julianne Moore,Robin Williams,106.0,23.0,3.0,Montgomery street & Vallejo street,San Francisco,California,"37.79918, -122.404069",37.79918,-122.404069,tt0113986,"Comedy,Romance",103,5.5,38854.0,nm0001060,Chris Columbus,,,nm0105317,Patrick Braoudé,nm0001060,Chris Columbus,,
1423,Fearless,1993,Varennes Alley between Filbert and Union,,Spring Creek Productions,Warner Bros. Pictures,Peter Weir,Rafael Yglesias,Jeff Bridges,Isabella Rosellini,Rosie Perez,18.0,23.0,3.0,Varennes Alley and Filbert,San Francisco,California,"37.80165298572232, -122.40704778976571",37.80165298572232,-122.4070478,tt0106881,"Drama,Thriller",122,7.1,24811.0,nm0001837,Peter Weir,,,nm0947913,Rafael Yglesias,,,,
1424,About a Boy,2014,Powell from Bush and Sutter,,NBC Studios,National Broadcasting Company,Mark J. Kunerth,Jason Katims,David Walton,Minnie Driver,,19.0,21.0,3.0,Powell from Bush and Sutter,San Francisco,California,"37.78918280185994, -122.40863925284464",37.78918280185994,-122.4086393,tt2666270,"Comedy,Drama,Romance",22,7.4,8847.0,nm0915920,Michael Weaver,nm0557433,Dylan K. Massin,nm0394984,Nick Hornby,nm0441300,Jason Katims,nm0373282,Peter Hedges
1425,Birth of the Dragon,2016,California at Grant,,"BOTD U.S. Productions, Inc.",Kylin Pictures,George Nolfi,"Christopher Wilkinson, Stephen J. Rivele",Philip Ng,Billy Magnussen,Yu Xia,104.0,6.0,3.0,California at Grant,San Francisco,California,"37.792381588852535, -122.40587257256959",37.792381588852535,-122.4058726,tt2720826,"Action,Biography,Drama",95,5.7,8904.0,nm1079776,George Nolfi,,,nm0729151,Stephen J. Rivele,nm0929349,Christopher Wilkinson,nm15768028,Michael J. Dorgan
1426,Chu Chu and the Philly Flash,1981,Transbay Terminal (Mission Street at 1st Street),"Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.",Melvin Simon Productions,Columbia Broadcasting System (CBS),David Lowell Rich,Barbara Dana,Alan Arkin,Carol Burnett,,108.0,8.0,10.0,Transbay Terminal (Mission Street & 1st Street),San Francisco,California,"37.789834722821325, -122.39717427628894",37.789834722821325,-122.3971743,tt0082177,Comedy,92,4.2,357.0,nm0723629,David Lowell Rich,,,nm0199048,Barbara Dana,nm0057857,Henry Barrow,,
1427,Good NeighborSam,1964,Various locations in San Francisco during driving scene,,Columbia Pictures Corporation,Columbia Pictures,David Swift,James Fritzell,Jack Lemmon,Romy Schneider,Dorothy Provine,21.0,36.0,10.0,Various locations in San Francisco during driving scene,San Francisco,California,"37.77417840155818, -122.41387565050506",37.77417840155818,-122.4138757,tt0058153,,,,,nm0842582,David Swift,,,nm0296091,James Fritzell,nm0338456,Everett Greenbaum,nm0842582,David Swift
1428,Pushing Dead,2016,"Matching Half Café, 1799 McAllister Street",,"Pushing Dead , LLC",TBD,Tom Brown,Tom Brown,Danny Glover,James Roday,Robin Weigert,97.0,39.0,11.0,1799 McAllister Street,San Francisco,California,"37.777217, -122.441438",37.777217,-122.441438,tt4572984,"Comedy,Drama",110,6.4,476.0,nm0114810,Tom E. Brown,,,nm0114810,Tom E. Brown,,,,
1430,"Murder in the First, Season 1",2014,Hall of Justice (850 Bryant Street),,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,32.0,34.0,10.0,850 Bryant Street,San Francisco,California,"37.775373, -122.404047",37.775373,-122.404047,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
1431,The Matrix Resurrections,2021,"The Avery, 488 Folsom",,"Adobe Pictures, Inc.",Warner Brothers,Lana Wachowski,"Lana Wachowski, David Mitchell, Aleksander Hemon",Keanu Reeves,Keanu Reeves,Neil Patrick Harris,32.0,8.0,10.0,"The Avery, 488 Folsom",San Francisco,California,"37.78766487055656, -122.3946151051104",37.78766487055656,-122.3946151,tt10838180,"Action,Sci-Fi",148,5.7,284950.0,nm0905154,Lana Wachowski,,,nm0905154,Lana Wachowski,nm3290967,David Mitchell,nm3097752,Aleksandar Hemon
1432,Sudden Impact,1983,Hall of Justice (850 Bryant Street),,Warner Bros. Pictures,Warner Bros. Pictures,Clint Eastwood,Harry Julian Fink,Clint Eastwood,Sondra Locke,Pat Hingle,32.0,34.0,10.0,850 Bryant Street,San Francisco,California,"37.775373, -122.404047",37.775373,-122.404047,tt0086383,"Action,Crime,Thriller",117,6.6,49449.0,nm0000142,Clint Eastwood,,,nm0277807,Harry Julian Fink,nm0277849,Rita M. Fink,nm0830472,Joseph Stinson
1433,Woman on Top,2000,312 Fillmore Street,,Fox Searchlight Pictures,Fox Searchlight Pictures,Fina Torres,Vera Blasi,Penelope Cruz,,,26.0,9.0,11.0,312 Fillmore Street,San Francisco,California,"37.772359, -122.430269",37.772359,-122.430269,tt0206420,"Comedy,Fantasy,Romance",92,5.3,10998.0,nm0868643,Fina Torres,,,nm0087733,Vera Blasi,,,,
1434,So I Married an Axe Murderer,1993,Café Picaro 3120 16th Street,,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,37.0,20.0,5.0,3120 16th Street,San Francisco,California,"37.765126, -122.422463",37.765126,-122.422463,tt0108174,"Comedy,Romance",93,6.5,43354.0,nm0772095,Thomas Schlamme,,,nm0289219,Robbie Fox,,,,
1435,Godzilla,2014,Pier 7 (The Embarcadero),,"Nautilus Productions, LLC",Warner Bros. Pictures,Gareth Edwards,Max Borenstein,Aaron Taylor-Johnson,Elizabeth Olsen,Bryan Cranston,108.0,8.0,3.0,The Embarcadero,San Francisco,California,"37.806565, -122.40458",37.806565,-122.40458,tt0831387,"Action,Adventure,Sci-Fi",123,6.4,447040.0,nm2284484,Gareth Edwards,,,nm1709264,Dave Callaham,nm1440919,Max Borenstein,,
1436,The Presidio,1988,Civic Center Plaza,,Paramount Pictures,Paramount Pictures,Peter Hyams,Larry Ferguson,Sean Connery,Mark Harmon,Meg Ryan,21.0,36.0,10.0,Civic Center Plaza,San Francisco,California,"37.779467, -122.417547",37.779467,-122.417547,tt0095897,"Action,Crime,Mystery",97,5.9,20167.0,nm0001382,Peter Hyams,,,nm0272511,Larry Ferguson,,,,
1437,"Murder in the First, Season 2",2015,Grant Avenue between Clay and Washington Streets,,Turner North Center Productions,Turner Network Television (TNT),Steven Bochcho,Eric Lodal,Taye Diggs,Kathleen Robertson,Ian Anthony Dale,104.0,6.0,3.0,Grant Avenue and Clay,San Francisco,California,"37.794267, -122.406317",37.794267,-122.406317,tt2402061,,,,,nm1061992,Jesse Bochco,nm0025978,Allison Anders,nm0004766,Steven Bochco,nm2039954,Eric Lodal,nm0189105,Alison Cross
1438,The Assassination of Richard Nixon,2004,766 Sutter Street,,Anhelo Productions,THINKFilm,Niels Mueller,Niels Mueller & Kevin Kennedy,Sean Penn,Naomi Watts,,50.0,21.0,3.0,766 Sutter Street,San Francisco,California,"37.788937, -122.413123",37.788937,-122.413123,tt0364961,"Biography,Crime,Drama",95,6.9,26208.0,nm0007158,Niels Mueller,,,nm1353930,Kevin Kennedy,nm0007158,Niels Mueller,,
1440,Chance Season 2,2017,Palace of Fine Arts (3301 Lyon Street),,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,17.0,13.0,6.0,3301 Lyon Street,San Francisco,California,"37.802267, -122.448883",37.802267,-122.448883,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
1441,What's Up Doc?,1972,Lombard Street between Hyde and Leavenworth,,Warner Bros. Pictures,Warner Bros. Pictures,Peter Bogdanovich,Peter Bogdanovich & Buck Henry,Barbra Streisand,Ryan O'Neal,,107.0,32.0,6.0,Lombard Street and Hyde,San Francisco,California,"37.801995, -122.41963",37.801995,-122.41963,tt0069495,,,,,nm0000953,Peter Bogdanovich,,,nm0377750,Buck Henry,nm0628058,David Newman,nm0000914,Robert Benton
1442,Bullitt,1968,Intersection of York & Peralta (Bernal Heights),,"Warner Brothers / Seven Arts
Seven Arts",Warner Brothers,Peter Yates,Alan R. Trustman,Steve McQueen,Jacqueline Bisset,Robert Vaughn,60.0,2.0,2.0,Bernal Heights,San Francisco,California,"37.743954, -122.4226",37.743954,-122.4226,tt0062765,"Action,Crime,Thriller",114,7.4,76783.0,nm0946811,Peter Yates,,,nm0874450,Alan Trustman,nm0459067,Harry Kleiner,nm0279302,Robert L. Fish
1443,Parks and Recreation,2014,Larkin & Fulton,,"NBC Universal Media, LLC","NBC Universal Media, LLC",Dean Holland,Greg Daniels,Amy Poehler,,,21.0,36.0,10.0,Larkin & Fulton,San Francisco,California,"37.77954263565038, -122.41683234217824",37.77954263565038,-122.4168323,tt1266020,,,,,nm0390657,Dean Holland,nm1321658,Michael Schur,nm0199948,Greg Daniels,nm1321658,Michael Schur,nm2715265,Harris Wittels
1444,DEVS,2020,Duboce Park,,Minim Productions,FX Network,Alex Garland,Alex Garland,Sonoya Mizuno,Nick Offerman,Jin Ha,28.0,3.0,5.0,Duboce Park,San Francisco,California,"37.769529, -122.433006",37.769529,-122.433006,tt8134186,,,,,nm0307497,Alex Garland,,,nm0307497,Alex Garland,,,,
1445,Chance Season 2,2017,California between Mason and Taylor St,,TVM Productions Inc.,Hulu,Rozann Dawson,Alexandra Cunningham,Hugh Laurie,Greta Lee,Ethan Suplee,16.0,21.0,3.0,California and Mason,San Francisco,California,"37.79181933683876, -122.41078213024164",37.79181933683876,-122.4107821,tt5620076,,,,,nm0003733,Daniel Attias,nm0499724,Michael Lehmann,nm1017827,Alexandra Cunningham,nm2349355,Kem Nunn,nm15277414,Uros Bor
1446,Sweet November,2001,Mission Dolores Park (Mission District),"The two land plots that comprise the Park were used as a Jewish cemetery until 1894 when San Francisco prohibited all burials within city limits. The graves were moved to Colma, CA.",Warner Bros. Pictures,Warner Bros. Pictures,Pat O'Connor,Paul Yurick,Keanu Reeves,Charlize Theron,,53.0,20.0,2.0,Mission District,San Francisco,California,"37.758778, -122.41689",37.758778,-122.41689,tt0230838,"Drama,Romance",119,6.7,95321.0,nm0640466,Pat O'Connor,,,nm0712029,Herman Raucher,nm0951049,Paul Yurick,nm0900820,Kurt Voelker
1447,Tales of the City,2019,Hyde St and Lombard St to Larkin and Lombard,,Universal Television LLC,Netflix,"Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley",Laura Linney,Ellen Page,Murray Bartlett,107.0,32.0,6.0,Hyde St and Lombard St to Larkin and Lombard,San Francisco,California,"37.80197483696165, -122.41969315988996",37.80197483696165,-122.4196932,tt7087260,Drama,60,7.4,9171.0,nm0693561,Alan Poul,nm1036574,Silas Howard,nm10399659,Hansol Jung,nm0560945,Armistead Maupin,nm10399660,Thomas Page McBee
1448,The Phone/Jexi,2019,Ft. Scott Ball Field,,CBS Films Inc.,Lionsgate,"Jon Lucas, Scott Moore","Jon Lucas, Scott Moore",Adam Devine,Alexandra Shipp,Michael Pena,3.0,27.0,6.0,Ft. Scott Ball Field,San Francisco,California,"37.80335430422514, -122.47456562310782",37.80335430422514,-122.4745656,tt9354944,,,,,nm0524190,Jon Lucas,nm0601859,Scott Moore,nm0524190,Jon Lucas,nm0601859,Scott Moore,,
1449,D.O.A,1950,Union Square,"During the Civil War, pro-Union rallies were held in the Square, and thus the area was called ""Union Square"".",Cardinal Pictures,United Artists,Rudolph Mate,Russell Rouse,Edmond O'Brien,Pamela Britton,Luther Adler,19.0,8.0,3.0,Union Square,San Francisco,California,"37.7846, -122.409427",37.7846,-122.409427,tt0094933,,,,,nm0417708,Annabel Jankel,nm0608084,Rocky Morton,nm0688279,Charles Edward Pogue,nm0745866,Russell Rouse,nm0338707,Clarence Greene
1450,Heart and Souls,1993,War Memorial Opera House (401 Van Ness Avenue),In 1945 the United Nations had its first conference at The War Memorial Opera House.,Universal Pictures,Electric Parc,Tomas Gislason,Tomas Gislason,Jorgen Leth,,,21.0,9.0,11.0,401 Van Ness Avenue,San Francisco,California,"37.77958, -122.420935",37.77958,-122.420935,tt0107091,"Comedy,Drama,Fantasy",104,7.0,19159.0,nm0881038,Ron Underwood,,,nm0360810,Gregory Hansen,nm0360779,Erik Hansen,nm0534681,Brent Maddock
1451,The Bachelor,1999,Sutter-Stockton Garage (330 Sutter Street at Stockton),Garage roof serves as a heliport in the movie,George Street Pictures,New Line Cinema,Gary Sinyor,Steve Cohen,Chris O'Donnell,Renee Zellweger,,19.0,8.0,3.0,330 Sutter Street,San Francisco,California,"37.789755, -122.406087",37.789755,-122.406087,tt0120596,"Comedy,Romance",101,5.1,19114.0,nm0802551,Gary Sinyor,,,nm0576362,Roi Cooper Megrue,nm0369841,Jean C. Havez,nm0115669,Clyde Bruckman
1452,So I Married an Axe Murderer,1993,"1462 Grant Avenue, at Union Street",,TriStar Pictures,TriStar Pictures,Thomas Schlamme,Robbie Fox,Mike Myers,Nancy Travis,,106.0,23.0,3.0,1462 Grant Avenue,San Francisco,California,"37.800501, -122.407365",37.800501,-122.407365,tt0108174,"Comedy,Romance",93,6.5,43354.0,nm0772095,Thomas Schlamme,,,nm0289219,Robbie Fox,,,,
1453,Looking,2014,1890 Clay St.,,"Mission Street Productions, LLC",Home Box Office (HBO),Andrew Haigh,Michael Lannan,Jonathan Groff,Frankie J. Alvarez,Murray Bartlett,102.0,30.0,6.0,1890 Clay St,San Francisco,California,"37.792186, -122.424035",37.792186,-122.424035,tt2581458,"Comedy,Drama,Romance",30,8.2,21934.0,nm0354091,Andrew Haigh,nm0044803,Jamie Babbit,nm2328145,Michael Lannan,nm6152442,J.C. Lee,nm0354091,Andrew Haigh
1454,The Last Black Man in San Francisco,2019,802 Steiner St,,"LBMISF, LLC",A30,Joe Talbot,"Joe Talbot, Jimmie Fails, Rob Richert",Jimmie Fails,Jonathan Majors,Danny Glover,23.0,9.0,11.0,802 Steiner St,San Francisco,California,"37.776884, -122.432757",37.776884,-122.432757,tt4353250,Drama,121,7.3,22171.0,nm7050300,Joe Talbot,,,nm8629338,Jimmie Fails,nm7050300,Joe Talbot,nm3635307,Rob Richert
